id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10900962,Share Flat room E Kwa Wan  Girls Dormiory  女生公寓,17404832,Sammy,,Kowloon City,22.31947,114.19456,Private room,203,30,0,,,11,343
10909496,"Business Travel for one ,Single Room&YT",52473150,Danny,,Wan Chai,22.28046,114.18655,Private room,399,1,38,2018-07-29,0.91,72,0
10911232,New Apartment in City One Shatin,56555323,Hau Chung,,Sha Tin,22.38566,114.20281,Entire home/apt,571,2,36,2019-06-03,0.87,1,80
10911608,Sleeps 5 - Close to Plaza/Ferry,56557641,Amy,,Islands,22.29507,114.01973,Entire home/apt,1565,4,8,2018-04-08,0.19,1,0
10911684,clean and comfortable room for 3 person &YT,52473150,Danny,,Wan Chai,22.28102,114.18452,Private room,493,1,22,2018-09-23,0.57,72,0
10911771,causeway bay MTR+Tidy Quad room&YT,52473150,Danny,,Wan Chai,22.28186,114.18651,Private room,602,1,15,2018-02-18,0.46,72,0
10911910,Comfortable and clean TripleRoom&YT,52473150,Danny,,Wan Chai,22.28122,114.1863,Private room,493,1,30,2018-08-05,0.75,72,0
10913121,"Continental Hotel, Deluxe big bed room (1.8 m) (newly renovated licensed guesthouses) New",56566720,Huiyan,,Yau Tsim Mong,22.29833,114.17491,Private room,516,1,65,2019-06-09,1.73,10,89
10913704,Hung Hom - Deluxe Suite 3-bedrooms,56570136,The Grand Blossom,,Kowloon City,22.30877,114.18332,Entire home/apt,1400,1,53,2019-05-02,1.27,34,140
10919302,Peaceful @ only 12 min from Central,55051342,Audrey,,Central & Western,22.27544,114.12743,Entire home/apt,1784,5,0,,,1,0
10920510,"Nice, Big w 3bedrooms next MTR",46753419,Winnie,,Wan Chai,22.27832,114.17411,Entire home/apt,1283,4,137,2019-07-05,3.29,11,51
10931404,"Single Rm@Inn Square, Jordan, #10",34642523,Inn Square,,Yau Tsim Mong,22.30792,114.16686,Private room,227,2,21,2019-06-27,0.50,13,0
10932119,Modern Urban Chic Hong Kong - WanChai (Wan Chai),56664300,Brian,,Wan Chai,22.27639,114.17388,Entire home/apt,1353,4,18,2019-01-05,0.44,1,6
10934700,Double room in spacious apartment,47014089,Claudia,,Southern,22.27204,114.11982,Private room,649,1,10,2019-04-22,0.47,1,220
10951141,803簡潔衛生雙人房(兩張單人房) ｡月租7000元｡包水電可提拱自已合適的朋友兩個人一起租平宜｡,52133997,Miss Tong/湯小姐,,Yau Tsim Mong,22.30577,114.16966,Entire home/apt,454,1,1,2016-02-13,0.02,5,365
10953079,Hotel. Sunset View. Balcony. Space.,4082946,Hugo,,Yau Tsim Mong,22.31651,114.16967,Entire home/apt,1494,20,0,,,3,365
10958906,Island Crest with swimming pool gym,6119521,Sunny,,Central & Western,22.28748,114.14214,Entire home/apt,1799,1,5,2018-11-19,0.12,2,355
10959007,Island Crest,6119521,Sunny,,Central & Western,22.28671,114.1416,Private room,743,1,9,2019-02-08,0.22,2,364
10959417,Wuzhou Hotel basic triple room (double bed + cot) (newly renovated licensed guesthouses) NEW,56566720,Huiyan,,Yau Tsim Mong,22.29955,114.17467,Private room,579,1,73,2019-06-09,2.05,10,84
10961661,Wuzhou Hotel twin room (renovated licensed guesthouses) NEW,56566720,Huiyan,,Yau Tsim Mong,22.29746,114.17332,Private room,477,1,27,2019-06-26,0.91,10,88
10970512,Romantic Harbour View Midlevels 2br,56914813,Felicia,,Central & Western,22.2812,114.15052,Entire home/apt,1565,4,6,2019-05-06,0.15,1,5
10970701,Cozy bed in nice area 3 mins to MTR,13416742,Joanna,,Eastern,22.28892,114.20869,Private room,282,2,38,2019-06-14,1.12,3,341
10975694,Causeway Bay Apartment,56800735,Brett,,Wan Chai,22.28163,114.18658,Entire home/apt,1502,3,0,,,1,0
10976742,Private Room 1 Min to JordanMTR,56949831,Sam,,Yau Tsim Mong,22.30657,114.17152,Private room,579,2,205,2019-07-07,4.92,22,70
10977095,Twin Private Rm 1 min to JordanMTR,56949831,Sam,,Yau Tsim Mong,22.30514,114.17091,Private room,696,2,223,2019-06-20,5.36,22,68
10977704,Bright PrivateRm 1 min to JordanMTR,56949831,Sam,,Yau Tsim Mong,22.30549,114.17127,Private room,454,2,230,2019-07-09,5.53,22,77
10979011,Comfortable room with large space,47634300,Zuowei,,Wan Chai,22.27856,114.17011,Entire home/apt,1956,1,0,,,1,0
10987860,Share Flat  room Kwa Wan Girls Dormiory Rm D 女生公寓,17404832,Sammy,,Kowloon City,22.32045,114.18976,Private room,235,7,3,2019-06-29,0.24,11,75
10996395,Large Room by the Sea in green setting,53239697,Cathy,,Southern,22.2733,114.11866,Private room,399,1,61,2019-04-06,1.47,2,342
10999135,Mier Serviced Apartment (with terraced garden),54565775,Winnie,,Central & Western,22.2844,114.14649,Entire home/apt,1197,1,54,2019-06-21,1.39,16,320
11000056,"Soho living - Clean, Comfy & Safe",57081790,Chihiro,,Central & Western,22.28296,114.1517,Entire home/apt,1197,1,0,,,1,0
11017185,Chic Studios in Heart of the City,57169226,Ace,,Yau Tsim Mong,22.29567,114.17118,Entire home/apt,454,3,10,2019-07-02,0.35,5,63
11021171,"Weiyaju Hotel (Nathan): Room C, 13/F, Golden Crown Court, No.66-70, Nathan Road, Hong Kong (A2 Exit of Tsim Sha Tsui Subway Station)",57188485,磊,,Yau Tsim Mong,22.29684,114.17307,Entire home/apt,1267,1,12,2017-04-21,0.29,3,0
11025012,旺角地鉄口特惠5人間拎包入住,57213517,子祥,,Yau Tsim Mong,22.31652,114.17381,Private room,884,1,13,2018-11-18,0.44,7,365
11046496,Private room in a shared appartment,34785956,Chi,,Central & Western,22.28204,114.15298,Private room,313,1,6,2016-02-29,0.14,1,0
11055163,Room 1 near Jordan Mtr station 1min,45448833,TShing,,Yau Tsim Mong,22.30612,114.17237,Entire home/apt,399,1,105,2019-02-10,2.70,10,113
11067765,Hotel. View. 2 rooms.,4082946,Hugo,,Yau Tsim Mong,22.31687,114.16978,Entire home/apt,853,20,1,2016-02-12,0.02,3,365
11067988,Hotel. Studio. Balcony.,4082946,Hugo,,Yau Tsim Mong,22.31564,114.16959,Entire home/apt,923,20,0,,,3,365
11070886,Luxury Duplex in Wanchai,9774294,Steve,,Wan Chai,22.27524,114.17199,Entire home/apt,2504,2,63,2019-06-15,1.57,2,259
11071316,香港唯雅居金巴利道(近尖沙咀地铁站),57188485,磊,,Yau Tsim Mong,22.29959,114.17358,Entire home/apt,1400,1,4,2017-04-26,0.10,3,365
11073670,Cozy apartment in central location,56196858,Thibault,,Central & Western,22.28607,114.14849,Entire home/apt,501,1,0,,,1,0
11085754,Cozy studio near HK SKYLINE: near TST & JORDAN MTR,3820308,David,,Yau Tsim Mong,22.30265,114.17537,Entire home/apt,602,15,10,2019-06-29,0.25,19,123
11093339,Newly and comfortable apt,37031267,Michelle&May,,Yau Tsim Mong,22.29643,114.17545,Entire home/apt,462,1,229,2019-06-23,5.70,9,237
11094032,Modern and Comfortable Apt,37031267,Michelle&May,,Yau Tsim Mong,22.29655,114.17539,Entire home/apt,540,1,243,2019-06-16,5.84,9,245
11096386,Room 4 near Jordan mtr station 1min,45448833,TShing,,Yau Tsim Mong,22.30532,114.17127,Entire home/apt,297,1,188,2019-06-09,4.52,10,162
11098708,Convenient & Cozy Private Rm@Jordan,56949831,Sam,,Yau Tsim Mong,22.30692,114.17106,Private room,422,2,232,2019-07-08,5.58,22,71
11114037,Family Apartment for 12-16 pax 3 BR & 2 B/T (TSH),46201805,Zyla,,Yau Tsim Mong,22.30647,114.16895,Entire home/apt,2284,1,21,2019-03-10,0.60,18,88
11117962,Room for 4 -5 pax (TSH A),46201805,Zyla,,Yau Tsim Mong,22.30399,114.1688,Private room,587,1,36,2019-05-02,0.90,18,365
11131970,"Spacious, well-loved, family home",3052634,Divya,,Central & Western,22.28358,114.1398,Entire home/apt,751,10,0,,,1,0
11145180,Clean room in quiet area,57929069,Tim,,Sai Kung,22.31752,114.25746,Private room,243,14,27,2019-02-10,0.65,2,0
11155266,❤ Modern Studio ❤ Tsim Sha Tsui - Top Location,58005534,Kathy,,Yau Tsim Mong,22.29729,114.17294,Entire home/apt,524,1,276,2019-06-26,6.65,1,164
11169592,FORTRESS HILL  - Studio room(f3e),4584648,Ivy,,Eastern,22.28992,114.19431,Private room,227,30,0,,,80,179
11171952,2 bedroom flat in ideal location,49958316,Jo,,Wan Chai,22.27328,114.1746,Entire home/apt,798,1,2,2019-01-02,0.30,1,342
11177418,CONDO WITH 5 STAR FACILITIES,58166398,Byulee,,Yau Tsim Mong,22.30607,114.16042,Entire home/apt,1001,1,7,2016-10-03,0.17,1,162
11177850,Cosy 1 BR with Balcony + Rooftop near Ferry Pier,6849814,Su Pei,,Islands,22.22606,114.11039,Entire home/apt,462,2,6,2019-04-07,0.15,1,0
11189939,Midlevels Apartment with Rooftop,21788420,Keshia,,Central & Western,22.28378,114.14163,Private room,454,5,1,2016-02-27,0.02,1,0
11192206,Amazing view in Causeway Bay,48943299,Cici,,Wan Chai,22.28004,114.18209,Entire home/apt,548,2,10,2017-12-04,0.28,1,0
11194211,Cosy flat with terrace in trendy Sheung Wan,4165213,Paul,,Central & Western,22.28391,114.1473,Entire home/apt,978,2,9,2019-02-24,0.33,1,14
11194486,Lovely room in Caueway Bay!,58284747,Julia,,Wan Chai,22.27681,114.18233,Private room,352,1,0,,,1,0
11200292,"2 Bedroom flat, Close to Plaza!!",58101063,Brendon,,Islands,22.29402,114.01569,Entire home/apt,1260,2,73,2019-05-25,1.83,1,50
11214814,"(8)標準大床房,1.5×2.0米,干淨､整潔!有街窗!",40376086,Mei,,Yau Tsim Mong,22.30654,114.17216,Entire home/apt,399,1,148,2019-07-03,3.80,8,80
11224809,Onda court,50848364,Kvadrat,,Islands,22.29652,114.01934,Entire home/apt,994,1,122,2019-07-05,2.97,1,150
11228316,Whole flat in HK's coolest neighborhoood,58522135,Andy,,Central & Western,22.28845,114.14364,Entire home/apt,422,5,1,2016-10-31,0.03,1,0
11232440,*SALES* SERVICED 2BR!+ ROOF  GARDEN Happy Valley,9589339,Susan,,Wan Chai,22.26987,114.18674,Entire home/apt,1494,1,135,2019-07-02,3.30,3,171
11235469,⛱ Modern Apartment ⛱ Tsim Sha Tsui,58576590,Keiro,,Yau Tsim Mong,22.29792,114.1719,Entire home/apt,524,1,278,2019-07-02,6.74,1,344
11236287,Central Apartment with Private Patio,15159533,Caroline,,Central & Western,22.28546,114.14757,Private room,798,1,1,2019-05-04,0.42,1,89
11246705,❤❤ Peaceful Apartment ❤❤ Tsim Sha Tsui,58669204,Kylie,,Yau Tsim Mong,22.29659,114.1722,Entire home/apt,548,1,324,2019-07-08,7.92,1,341
11247078,Modern Apartment in the Heart of HK,14366804,Jackie,,Wan Chai,22.28246,114.1843,Entire home/apt,868,7,2,2016-10-15,0.05,1,0
11247420,"Spacious apartment for 3, location!",58674328,Cassidy,,Central & Western,22.2822,114.15092,Entire home/apt,1502,1,6,2019-02-08,0.15,3,336
11247729,"Single bed, spacious, great location!",58674328,Cassidy,,Central & Western,22.28163,114.14848,Shared room,352,1,115,2019-06-15,2.80,3,336
11247815,"Bedroom for 2, spacious, location!",58674328,Cassidy,,Central & Western,22.28196,114.15042,Private room,477,1,37,2018-02-22,0.93,3,0
11264406,"Mongkok Luxury Studio, New Reno *4A",14861546,Tane Residence,,Yau Tsim Mong,22.31915,114.16984,Entire home/apt,297,60,1,2016-05-01,0.03,100,166
11265853,"",50870418,Catherine,,Central & Western,22.28308,114.13206,Entire home/apt,947,1,0,,,1,0
11272570,1 bedroom in an eco-friendly flat,45945634,Fanny,,Central & Western,22.28872,114.14559,Entire home/apt,454,6,48,2019-02-18,1.21,1,0
11285107,Wuzhou Guest House room (1.5 m) (newly renovated licensed guesthouses) NEW,56566720,Huiyan,,Yau Tsim Mong,22.29832,114.17499,Private room,462,1,29,2019-05-05,0.89,10,90
11285481,"New - Deluxe king size bedroom (1.8 m) in Wuzhou Guest House (newly renovated, licensed guesthouses)",56566720,Huiyan,,Yau Tsim Mong,22.29731,114.17358,Private room,516,1,63,2019-06-08,1.68,10,87
11285746,"New - Deluxe king size bedroom (1.8 m) in Wuzhou Guest House (newly renovated, licensed guesthouses)",56566720,Huiyan,,Yau Tsim Mong,22.29741,114.17299,Private room,516,1,24,2019-04-07,0.59,10,90
11286011,Wuzhou Hotel twin room (renovated licensed guesthouses) NEW,56566720,Huiyan,,Yau Tsim Mong,22.29884,114.17296,Private room,477,1,24,2019-05-19,0.71,10,88
11286391,"New - Twin bed room in Wuzhou Guest House (newly renovated, licensed guesthouse)",56566720,Huiyan,,Yau Tsim Mong,22.29937,114.1734,Private room,454,1,28,2019-05-13,0.81,10,90
11286664,Wuzhou Hotel twin room (renovated licensed guesthouses) NEW,56566720,Huiyan,,Yau Tsim Mong,22.29786,114.17469,Private room,477,1,8,2019-02-11,0.38,10,90
11287959,"",33005451,Antoine,,Wan Chai,22.27553,114.17295,Private room,548,1,0,,,2,0
11289256,"Roomy, Cool Studio on Hollywood Road",3199449,Sean,,Central & Western,22.2857,114.14805,Entire home/apt,509,2,17,2017-01-02,0.43,1,0
11290379,Convenient 3 Bed Rooms 2 min to MTR,29831285,Lulu,,Yau Tsim Mong,22.31642,114.16891,Entire home/apt,1580,1,110,2019-06-03,2.70,22,337
11290610,Yau Ma Tei Apartment with Terrace,25121823,Zoe,,Yau Tsim Mong,22.31491,114.16735,Entire home/apt,814,1,0,,,1,0
11291417,GREAT LOCATION! MTR JORDAN! Perfect KINGBED Studio,17013291,Vonette,,Yau Tsim Mong,22.30642,114.16897,Entire home/apt,876,1,142,2019-07-12,3.63,2,200
11304613,Hung Hom - Standard Suite 3-bedrooms,56570136,The Grand Blossom,,Kowloon City,22.30717,114.18471,Entire home/apt,1400,1,29,2018-07-06,0.71,34,0
11305928,Female Dorm Bed#1 in Wan Chai (灣仔)(女生床位)(一張床位),2767794,Check Inn HK,,Wan Chai,22.27771,114.17634,Shared room,203,1,62,2019-06-23,1.59,48,364
11305966,NEW FLAT + PRIVATE ROOFTOP IN SAY YING PUN,20204555,Jorge,,Central & Western,22.28737,114.14238,Entire home/apt,900,4,3,2018-10-04,0.07,3,0
11309448,Apple dorm in Sham Shui Po,34888881,Ulysse,,Sham Shui Po,22.32926,114.16109,Private room,133,1,2,2016-04-12,0.05,2,0
11309452,wifi Central Soho quiet studio,2283777,Jennifer,,Central & Western,22.2848,114.1543,Entire home/apt,391,2,33,2019-03-23,0.83,16,330
11313165,Comfy 2 br close to Victoria Park,6593849,Johann,,Wan Chai,22.27782,114.19238,Entire home/apt,696,2,5,2018-04-02,0.26,1,0
11326308,New Ensuite Studios in Heart of the City,57169226,Ace,,Yau Tsim Mong,22.29572,114.16983,Entire home/apt,454,3,8,2019-05-07,0.24,5,79
11326980,Your Decent Living Space,2961152,Lin,,Wan Chai,22.28091,114.18635,Private room,250,28,1,2017-12-21,0.05,7,365
11327675,D1.Jordan Kowloon/1 min to MTR/Family room(4),51969157,Jojo,,Yau Tsim Mong,22.30461,114.1717,Private room,798,1,13,2019-07-10,0.32,19,168
11327828,TsimShaTsui Wellyet Guest House Room for 2@RM 802,40699783,Natalie,,Yau Tsim Mong,22.29785,114.17203,Private room,297,1,28,2019-06-07,0.79,15,361
11329641,Cozy Room--Causeway Bay Apartment1,2961152,Lin,,Wan Chai,22.28091,114.18618,Private room,313,28,0,,,7,0
11347935,"Cozy Studio N, Tin Hau",2767759,Alfred,,Eastern,22.28687,114.19147,Entire home/apt,282,60,5,2019-06-02,0.13,3,286
11353000,"Well-equip room + kitchen, MTR A",35973739,Yau,,Yau Tsim Mong,22.3044,114.17195,Private room,297,1,126,2019-06-09,3.34,5,321
11353871,"Queen room with separate balcony,Tsim Sha Tsui",52497507,M³ International Youth Community,,Yau Tsim Mong,22.29772,114.17436,Private room,798,2,3,2019-06-09,0.23,11,32
11354120,M³ International Youth Community 16,52497507,M³ International Youth Community,,Yau Tsim Mong,22.29669,114.17378,Private room,493,1,2,2016-10-06,0.05,11,32
11362628,Wellyet Guest House@Family Room 606,40699783,Natalie,,Yau Tsim Mong,22.29667,114.17298,Private room,477,1,34,2019-05-27,0.99,15,347
11401522,Double room with private bathroom E,59431761,Joyous Guest House,,Yau Tsim Mong,22.29897,114.17318,Private room,399,1,48,2019-05-14,1.25,11,365
11407336,Fabulous 2BR in the heart of HK,10382886,Sukrit,,Yau Tsim Mong,22.30164,114.17582,Entire home/apt,1690,1,27,2018-10-28,0.68,2,179
11420805,Spacious 1 bedroom flat in Central. Amazing view,59981436,Anna,,Central & Western,22.28474,114.14983,Entire home/apt,798,1,61,2019-06-23,1.50,1,47
11421401,Double Room with Private Bathroom 2,59431761,Joyous Guest House,,Yau Tsim Mong,22.29753,114.17249,Private room,399,1,4,2018-02-25,0.11,11,365
11422113,Double Room with Private Bathroom4,59431761,Joyous Guest House,,Yau Tsim Mong,22.29756,114.17191,Private room,399,1,17,2018-06-10,0.45,11,0
11424636,Double Room With Private Bathroom1,59431761,Joyous Guest House,,Yau Tsim Mong,22.29891,114.17308,Private room,399,1,31,2017-10-10,0.77,11,365
11425868,Single Room with Private Bathroom 2,59431761,Joyous Guest House,,Yau Tsim Mong,22.29789,114.17149,Private room,352,1,5,2018-01-15,0.13,11,365
11428146,Sheung Wan Apartment,27831170,Geoffroy,,Central & Western,22.28883,114.14742,Private room,243,3,5,2017-05-04,0.14,1,0
11430348,Designer Apt w/ Terrace & Balcony,11647463,Sergio,,Central & Western,22.2846,114.14886,Entire home/apt,1322,7,5,2019-03-31,0.12,2,362
11437123,位於佐敦廟街夜市旁混合復古70年代設計及新世代智能配套的唐樓,60097254,Joe,,Yau Tsim Mong,22.3068,114.16881,Private room,696,30,0,,,1,83
11444175,8 bed female dorm ( shared bathroom),4812035,Urban Pack,,Yau Tsim Mong,22.29738,114.17151,Shared room,172,1,80,2019-04-17,1.98,14,365
11444281,Double Room No window,38038584,Jim,,Yau Tsim Mong,22.31925,114.17013,Private room,203,3,14,2019-03-14,0.35,15,49
11444539,Twin Room With Window,38038584,Jim,,Yau Tsim Mong,22.31871,114.17082,Private room,282,4,40,2019-05-10,1.01,15,50
11444841,Single Room with Private Bathroom 3,59431761,Joyous Guest House,,Yau Tsim Mong,22.29794,114.17147,Private room,329,1,6,2018-02-07,0.16,11,365
11445680,Triple Room with Private Bathroom 1,59431761,Joyous Guest House,,Yau Tsim Mong,22.2993,114.17045,Private room,579,1,2,2017-08-06,0.06,11,365
11446297,Triple Room with Private Bathroom 2,59431761,Joyous Guest House,,Yau Tsim Mong,22.29835,114.17148,Private room,579,1,12,2018-05-17,0.30,11,365
11446638,Triple Room with Private Bathroom 3,59431761,Joyous Guest House,,Yau Tsim Mong,22.29878,114.17206,Private room,579,1,11,2018-05-25,0.31,11,365
11448621,"2 bath, 2 bedrooms and toilets, Beside Mongkok MTR",14634338,Rick,,Yau Tsim Mong,22.31411,114.17044,Entire home/apt,1752,2,54,2019-05-02,1.32,6,269
11461547,Bright private bedroom in Wanchai!,8558808,Trisha,,Wan Chai,22.27327,114.17409,Private room,297,1,0,,,2,0
11461660,Private room central HK-Female only,54131121,Jodi,,Central & Western,22.28071,114.15017,Private room,329,7,0,,,1,0
11464986,Full Sea view modern and light,60313442,Anita,,Central & Western,22.28423,114.12836,Entire home/apt,821,3,4,2017-01-01,0.10,1,0
11465300,Family Room with Private Bathroom2,59431761,Joyous Guest House,,Yau Tsim Mong,22.2972,114.1719,Private room,681,1,43,2018-11-20,1.11,11,365
11466055,Family room with 3 Private Bathrooms,59431761,Joyous Guest House,,Yau Tsim Mong,22.29773,114.17299,Private room,681,1,16,2019-01-27,0.40,11,364
11466758,Roof Top Bright Studio- Heart of HK,1525814,Jon,,Central & Western,22.28457,114.13913,Entire home/apt,892,1,29,2019-06-09,0.73,1,8
11468859,Superior single bed room,27773646,Kenneth,,Eastern,22.29133,114.19868,Private room,282,1,4,2019-01-30,0.18,27,364
11474155,Terrace 3BR 2WR 4-9ppl 5min CWB MTR,31255164,Wilson&Shan,,Wan Chai,22.27955,114.18042,Entire home/apt,1400,2,167,2019-04-18,4.15,11,308
11482582,SheungWan 2 rooms and terrasse flat,5270660,Frederic,,Central & Western,22.28572,114.14443,Entire home/apt,1142,5,25,2019-06-30,0.62,1,195
11484638,"Mongkok Luxury Studio, New Reno *1A",14861546,Tane Residence,,Yau Tsim Mong,22.32058,114.16949,Entire home/apt,297,60,2,2016-05-16,0.05,100,89
11490316,Neat Decor 3Beds Cozy Flat 1min MTR,46753419,Winnie,,Wan Chai,22.277,114.17349,Entire home/apt,1283,4,133,2019-06-23,3.27,11,56
11493325,Jordan station twin bed room,21901134,Simon,,Yau Tsim Mong,22.30383,114.17096,Private room,352,2,6,2017-12-31,0.15,6,365
11493489,Single room with restroom at Jordan,21901134,Simon,,Yau Tsim Mong,22.30551,114.17269,Private room,227,2,52,2019-01-03,1.28,6,360
11499247,Private studio in Wan Chai,17554235,Thomas,,Wan Chai,22.27705,114.1698,Entire home/apt,430,5,1,2016-04-01,0.03,1,0
11507793,Ladies Market warm 2 Bdrm for 7 ppl,30770000,Jie,,Yau Tsim Mong,22.31574,114.17042,Entire home/apt,853,1,14,2019-05-01,0.39,17,345
11516669,Convenient 2 bedroom spacious flat,24189462,Estelle,,Islands,22.29167,114.01091,Entire home/apt,1197,2,11,2019-06-29,0.31,2,273
11518806,"Spacious, Comfortable Studio",6638201,Viii,,Sham Shui Po,22.3346,114.16037,Entire home/apt,305,2,5,2017-03-11,0.13,1,0
11533406,Tai Hang (Causeway Bay) Sunny Aprt',1946293,Su,,Wan Chai,22.27928,114.19243,Entire home/apt,759,2,11,2018-02-25,0.28,2,0
11534472,Modern flat in North point,30343297,Pas,,Eastern,22.29177,114.20012,Entire home/apt,900,4,1,2016-03-23,0.02,1,19
11534885,clean and bright single room,52005099,May,,Yau Tsim Mong,22.29675,114.17215,Private room,243,1,19,2019-06-23,0.56,7,365
11535770,Renting a 6 Bedded Dorm Bed daily,2961152,Lin,,Wan Chai,22.28032,114.18473,Shared room,117,28,18,2017-06-04,0.45,7,180
11539787,Cozy Hollywood road Full apartment (16/06 -31/07),4383646,Luca,,Central & Western,22.28102,114.15478,Entire home/apt,399,3,0,,,1,0
11541540,Loft Studio with rooftop,7343671,Claudia,,Central & Western,22.28566,114.14749,Entire home/apt,399,3,6,2016-08-30,0.16,1,0
11554601,B7-旺角站 標準大床房独立卫浴有窗 Kammun Guest House,37289493,Ken,,Yau Tsim Mong,22.31569,114.16924,Private room,1134,2,30,2019-06-29,0.80,28,298
11554702,B8-Standard DoubleBed Room with public balcony,37289493,Ken,,Yau Tsim Mong,22.31961,114.16839,Private room,11360,2,113,2019-07-02,3.19,28,242
11555289,Home away from home,60863341,Kirsty,,Wan Chai,22.27204,114.17694,Private room,203,2,3,2016-05-02,0.07,1,0
11557363,Wellyet Guest House@Room 2,40699783,Natalie,,Yau Tsim Mong,22.2982,114.17366,Private room,266,1,37,2019-06-23,0.94,15,352
11574010,T3-Guest House-Triple Room,37289493,Ken,,Yau Tsim Mong,22.31596,114.17061,Private room,1134,2,8,2019-07-03,0.26,28,360
11575165,Light Bright Central Appartment,26510405,Harriet,,Central & Western,22.28308,114.15653,Entire home/apt,696,1,5,2016-09-06,0.12,1,0
11577134,Lady Market affordable suite,35740627,Haiyang,,Yau Tsim Mong,22.31708,114.16992,Private room,399,1,7,2019-02-06,0.20,9,365
11578827,"Near HKU, cozy apartment w/ kitchen",61209961,Thomas,,Central & Western,22.28509,114.13207,Entire home/apt,352,1,2,2016-04-13,0.05,1,0
11581565,2 BDR Designer Apartment in Central,61229696,James,,Central & Western,22.28122,114.15332,Entire home/apt,2996,3,7,2016-06-06,0.17,1,0
11595618,Near by MTR Station! The central of Hong Kong!,11643814,Gordon,,Yau Tsim Mong,22.31589,114.17013,Entire home/apt,782,3,160,2019-07-03,5.50,2,106
11596468,Cozy home with car park,50233282,Yvonne,,Central & Western,22.28153,114.14195,Private room,1502,7,0,,,2,362
11616891,LOVELY FLAT IN HEART OF SHEUNG WAN,61511553,Isabel,,Central & Western,22.2843,114.1494,Entire home/apt,501,1,0,,,1,0
11622387,H4A. 8pax TST MTR COZY Apartment,6633807,Mt'S,,Yau Tsim Mong,22.30068,114.17527,Entire home/apt,1080,2,183,2019-07-07,4.53,22,275
11626434,Renovated with 2 Floors & Rooftop,6021808,Melini,,Central & Western,22.28677,114.14204,Entire home/apt,900,2,3,2016-10-01,0.09,1,0
11626488,"Bright, modern, furnished bedroom right in SOHO",740841,Patrick,,Central & Western,22.28169,114.15278,Private room,853,2,22,2018-03-27,0.55,1,0
11626629,Cozy 2bd Apartment with great pool,2942268,Joao & Madalena,,Southern,22.24359,114.15805,Entire home/apt,790,8,5,2018-01-03,0.12,1,0
11627561,A home away from home! ❤️,54161445,Daff,,Central & Western,22.28393,114.13199,Entire home/apt,602,5,0,,,1,0
11627783,Bright bedroom in flat with terrace,61604884,Jacob,,Central & Western,22.28734,114.14852,Private room,477,2,3,2016-11-19,0.08,1,0
11638276,Convenient Flat - Ideal Location @ Sha Tin,61690280,Youni,,Sha Tin,22.3804,114.18841,Entire home/apt,728,3,64,2019-06-30,1.70,1,179
11640365,"Bright, modern & spacious loft",44051645,Gregory,,Sai Kung,22.38257,114.27116,Entire home/apt,1244,1,5,2018-10-31,0.16,1,0
11640892,New Luxury Modern Chic Apt Wanchai by MTR,16698382,Wanda,,Wan Chai,22.27478,114.17235,Entire home/apt,1604,1,101,2019-07-03,3.18,1,30
11642012,Spacious Apartment Under The Peak,18148077,Richard,,Central & Western,22.28137,114.14922,Entire home/apt,853,1,0,,,1,0
11643427,Bright modern apartment in Soho,61740416,James,,Central & Western,22.28217,114.15303,Entire home/apt,1048,10,0,,,2,0
11647996,"Large 2 bedroom, 2 Bathroom designer apartment.",9422089,Scott,,Wan Chai,22.2717,114.17692,Entire home/apt,3497,5,0,,,1,90
11648616,FULLY FURNISHED FLAT IN SHEUNG WAN,15882504,Arthur,,Central & Western,22.2839,114.14954,Entire home/apt,649,7,2,2016-08-27,0.06,1,0
11667313,Brand new apartment next to HKU,5473973,Matthias,,Central & Western,22.28491,114.13508,Entire home/apt,548,2,0,,,1,0
11667700,Entire Apartment in the Mid Levels,44894765,Sylvia,,Central & Western,22.2798,114.15179,Entire home/apt,688,2,7,2017-05-03,0.17,1,0
11678951,Cozy room available in Prince Edward(pe1c),4584648,Ivy,,Sham Shui Po,22.32733,114.16898,Private room,211,30,1,2018-11-30,0.13,80,364
11679778,4BR/2Bath12 Pple/Comfy/AustinJordanMTR罕有四房鄰近地鐵12人,19664529,Lily/Deacon,,Yau Tsim Mong,22.30781,114.16593,Entire home/apt,1964,1,23,2019-06-16,0.61,6,218
11679909,Deluxe Double/Twin Room,51033324,Hotelmk,,Yau Tsim Mong,22.31675,114.16925,Private room,994,30,0,,,6,365
11680441,Family Room,51033324,Hotelmk,,Yau Tsim Mong,22.31693,114.17,Private room,1103,30,0,,,6,365
11681482,Just like a hotel room,35528874,Wilson,,Central & Western,22.28729,114.15064,Entire home/apt,501,2,1,2019-05-27,0.63,1,66
11682313,Executive Room,51033324,Hotelmk,,Yau Tsim Mong,22.31673,114.1704,Entire home/apt,1408,30,1,2017-01-02,0.03,6,365
11685189,Cozy Bedroom in spacious flat,30471809,Arthur,,Wan Chai,22.27691,114.17134,Private room,399,1,0,,,1,0
11688660,Studio Apartment w/ Private Rooftop,6394019,Madelon,,Central & Western,22.28515,114.15037,Entire home/apt,900,3,1,2016-05-02,0.03,2,0
