id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
69074,Beautiful oasis of plants & art @ best location,160139,Amy,,Central & Western,22.28352,114.15018,Entire home/apt,1408,3,130,2019-05-02,1.27,1,159
101765,Lamma Island flat 2min walk from the beach!,532909,Michael,,Islands,22.20022,114.13461,Entire home/apt,430,2,11,2019-06-09,0.71,1,47
103760,Central Centre 5 min walk to/from Central MTR,304876,Brend,,Central & Western,22.28407,114.1557,Entire home/apt,853,2,260,2019-07-04,2.65,12,329
132773,Fabulous 2 Bdrm Aprt Open kitchen ,304876,Brend,,Central & Western,22.28868,114.14494,Entire home/apt,1056,2,259,2019-07-03,2.66,12,308
133390,"Soho, Hong Kong 1 bedroom flat",654642,Robin,,Central & Western,22.28343,114.15539,Entire home/apt,939,2,27,2015-06-30,0.28,1,91
163214,50m2 nest in Central/Sheung Wan!,767910,Pierre,,Central & Western,22.28494,114.15251,Entire home/apt,1048,5,0,,,1,83
163664,Soho off Hollywood Road P4,304876,Brend,,Central & Western,22.28651,114.14874,Entire home/apt,696,2,208,2019-07-08,2.17,12,284
163742,Soho off Hollywood Road P3,304876,Brend,,Central & Western,22.28694,114.14855,Entire home/apt,775,2,216,2019-07-11,2.24,12,307
174574,2BR SEA VIEW:AIRPORT & DISNEY♥LATE SELF CHK-IN OK,530880,Jennifer,,Islands,22.30388,114.00887,Entire home/apt,1580,3,119,2019-07-09,1.26,2,129
228510,Creative Residence in Yau Ma Tei,1192493,Michael,,Yau Tsim Mong,22.30983,114.16911,Private room,696,1,17,2017-02-08,0.18,1,365
239788,Room nearby 4-stars Hotel for HKD 350!!!,1256401,Eric,,Yuen Long,22.45758,114.0059,Private room,352,3,4,2017-03-23,0.05,1,0
248140,Bright Studio - Soho - Central HK,1300549,Darren,,Central & Western,22.28291,114.15137,Entire home/apt,994,2,153,2019-07-10,1.63,1,142
262212,Wan Chai MTR Open Studio: 1-4 Guests 460SF,1375696,C S,,Wan Chai,22.27626,114.17293,Entire home/apt,1314,1,73,2019-03-31,0.79,18,4
263081,"3BR, 2 Helpers, Family Friendly!",1370155,Chuster,,Central & Western,22.27757,114.15205,Private room,4303,10,0,,,1,0
274589,"8 mins HKCEC, 5 mins MTR Wan Chai, nr Causeway Bay",1435069,Shanshan,,Wan Chai,22.2794,114.17118,Entire home/apt,1080,2,231,2019-05-20,2.50,1,348
277437,Flat near HKU/IFC/Lan Kwai Fong,1443229,Alice,,Central & Western,22.28359,114.13138,Entire home/apt,900,2,41,2019-04-23,0.44,6,342
278277,FANTASTIC (HK) in the heart of HK,1452499,Sally,,Wan Chai,22.27938,114.17368,Entire home/apt,1549,3,238,2019-06-25,2.58,7,298
280746,Beautiful 3 bedroom designer Apt,1443229,Alice,,Yuen Long,22.46662,113.98316,Entire home/apt,939,4,100,2019-07-09,2.36,6,0
284141,"Big, quiet apt above Hollywood Rd",1469210,Abheek,,Central & Western,22.28317,114.15028,Entire home/apt,626,2,22,2016-06-20,0.24,1,0
290161,Amazing Location -  Designer Flat,1505903,Sara,,Central & Western,22.28114,114.15306,Entire home/apt,782,1,34,2018-09-29,0.50,1,0
306515,"HongKong,Central Bright Double Room",1576511,Frederic,,Central & Western,22.28222,114.15448,Entire home/apt,1056,30,20,2015-08-14,0.22,1,194
320446,SUITE 2: Next2 SouthPacificHotel,1375696,C S,,Wan Chai,22.27599,114.17976,Private room,1001,1,15,2015-11-14,0.17,18,76
320447,3BedR + 3BathR (3-10 Guests) 600SF,1375696,C S,,Wan Chai,22.27711,114.17772,Entire home/apt,2253,1,102,2019-05-04,1.15,18,198
327095,"3Brs(HB) in the heart of HK,WanChai",1529119,Eric,,Wan Chai,22.27909,114.17205,Entire home/apt,1158,3,226,2019-06-29,2.95,1,307
354442,5500 sq ft family home in Hong Kong,1794577,Simon,,Southern,22.26791,114.12554,Entire home/apt,2504,5,2,2018-06-26,0.08,1,0
355748,Central&Private Studio-Causeway Bay,1267685,Lysa,,Wan Chai,22.27716,114.18787,Private room,297,14,5,2019-06-29,0.56,7,10
389017,Causeway Bay Tai Hang Quiet & Light,1946293,Su,,Wan Chai,22.27814,114.19228,Private room,485,2,40,2018-04-08,0.45,2,364
405722,Soho/ Mid-levels Apt For Rental ,2022316,Tereza,,Central & Western,22.2816,114.15042,Entire home/apt,1017,1,0,,,1,0
410921,SUITE 1: Next to South Pacific Hotel,1375696,C S,,Wan Chai,22.27736,114.17949,Private room,782,1,18,2017-10-06,0.21,18,76
412404,Budget Apt 1-5 px Tsim Sha Tsui Mtr,1991696,Gigi,,Yau Tsim Mong,22.29701,114.17138,Entire home/apt,548,1,217,2019-06-26,3.61,3,325
415520,"Nice, Harmony & Cozy Apt (2 Brs, 578 g.s.f) Jordan",1564983,Patrick,,Yau Tsim Mong,22.30598,114.1659,Entire home/apt,1001,3,434,2019-07-02,5.24,2,102
442781,Spacious Lofty and Modern Apartment,2200572,Edouard,,Central & Western,22.28756,114.13367,Entire home/apt,1244,5,10,2019-07-10,4.00,1,0
459463,Wifi Causeway Bay petit home by MTR,2283777,Jennifer,,Wan Chai,22.27732,114.18291,Entire home/apt,383,1,74,2019-02-10,1.16,16,365
463214,Awesome flat in Sai Ying Pun with Harbour view!!,2296168,Arnaud,,Central & Western,22.28753,114.14308,Entire home/apt,1322,3,20,2019-01-02,0.24,1,227
468754,3 Bedrooms Apt Near Times Square,2254012,Chloe,,Wan Chai,22.28073,114.17838,Entire home/apt,1103,3,197,2019-06-10,2.27,1,212
470946,Studio@waterfront+Sleep4+Island East+MTR station,2336819,Han,,Eastern,22.2836,114.22203,Entire home/apt,868,2,170,2019-06-30,1.96,2,101
481671,Cozy apart in the heart of SW!,2379932,Emilie,,Central & Western,22.28571,114.15166,Entire home/apt,297,15,0,,,1,0
498484,Cosy apartment in central Kowloon,2460679,Richard,,Yau Tsim Mong,22.32193,114.16213,Entire home/apt,540,4,60,2019-02-09,0.73,1,352
501379,"Quiet, rural outlying island flat",2474113,Graham,,Islands,22.23697,114.11059,Entire home/apt,579,5,30,2017-11-09,0.45,2,0
505160,"Apartment located in Stanley, H.K.",1443229,Alice,,Southern,22.21972,114.209,Entire home/apt,704,3,20,2019-06-17,0.33,6,341
505456,GREEN NEST IN  SHEUNG WAN HEART,1189239,Audrey,,Central & Western,22.28356,114.14835,Entire home/apt,876,1,189,2019-06-24,2.19,1,262
529539,Great apartment in Causeway Bay!,2192939,Tim,,Wan Chai,22.27763,114.18318,Entire home/apt,798,5,8,2019-02-12,0.17,2,90
534106,Cosy apartment in the heart of HK!,2625423,Stephanie,,Central & Western,22.28403,114.14192,Entire home/apt,1001,1,12,2015-12-30,0.16,2,8
545658,Great studio in Kennedy Town!,2679225,Adam,,Central & Western,22.28276,114.12848,Entire home/apt,751,5,2,2015-02-15,0.04,1,0
548840,"GreatStudio NewDecor, Nice Area 3rd",808933,J,,Central & Western,22.28505,114.14211,Entire home/apt,540,2,173,2019-05-06,2.06,3,335
554138,bright and (quiet) artist studio,635161,Cedric,,Central & Western,22.28378,114.1476,Entire home/apt,876,2,8,2019-01-03,0.11,1,0
560337,High floor/Bay view in Kowloon !!,2755168,Sonia,,Kowloon City,22.3136,114.18918,Private room,258,2,222,2019-06-09,2.60,1,331
562683,Mixed Dorm Bed#1 in Wan Chai (灣仔)(混合床位)(一張床位),2767794,Check Inn HK,,Wan Chai,22.27787,114.17678,Shared room,172,1,110,2019-03-12,1.34,48,347
562775,Mixed Dorm Bed#2 in Wan Chai (灣仔)(混合床位)(一張床位),2767794,Check Inn HK,,Wan Chai,22.27931,114.17663,Shared room,282,1,188,2019-07-07,4.13,48,361
562795,Mixed Dorm Bed#3 in Wan Chai (灣仔)(混合床位)(一張床位),2767794,Check Inn HK,,Wan Chai,22.27939,114.17777,Shared room,282,1,43,2019-06-12,0.94,48,365
562808,Mixed Dorm Bed#4 in Wan Chai (灣仔)(混合床位)(一張床位),2767794,Check Inn HK,,Wan Chai,22.27762,114.17624,Shared room,282,1,25,2019-06-14,0.56,48,365
562817,Mixed Dorm Bed#A in Wan Chai (灣仔)(混合床位)(一張床位),2767794,Check Inn HK,,Wan Chai,22.27706,114.17589,Shared room,282,1,155,2019-06-26,1.83,48,362
562840,Mixed Dorm Bed#B in Wan Chai (灣仔)(混合床位)(一張床位),2767794,Check Inn HK,,Wan Chai,22.27759,114.17671,Shared room,282,1,28,2019-05-08,0.33,48,365
578652,Modern family-friendly suite in fishing village,2846701,Veronica,,Islands,22.25386,113.864,Private room,1760,1,8,2019-05-03,0.16,4,165
586083,Budget Studio1-5p Tsim Sha Tsui MTR,1991696,Gigi,,Yau Tsim Mong,22.29846,114.17233,Entire home/apt,454,1,292,2019-06-25,3.47,3,285
598668,Stylish room in Causeway Bay,2961152,Lin,,Wan Chai,22.28124,114.18418,Private room,399,28,3,2016-02-01,0.04,7,365
602959,Nice decor studio w/large terrace,1560343,Trudy,,Central & Western,22.28774,114.14254,Entire home/apt,1174,2,2,2018-05-19,0.02,1,361
603049,Deluxe Room@Espace Elastique-Tai O,2846701,Veronica,,Islands,22.25593,113.86183,Private room,1158,1,22,2019-05-04,0.35,4,156
603050,Standard Rm@Espace Elastique-Tai O,2846701,Veronica,,Islands,22.25437,113.8637,Private room,876,1,14,2019-05-06,0.20,4,160
603051,"""Lotus""-Zen styled room @Espace Elastique of Tai O",2846701,Veronica,,Islands,22.25409,113.86228,Private room,642,1,52,2019-06-12,0.74,4,152
603232,DISCOVERY BAY - 3 Bedroom apartment,2986287,Tish,,Islands,22.29378,114.01458,Entire home/apt,1197,2,84,2019-06-19,1.25,1,0
604953,"3BR SEAVIEW, AIRPORT & DISNEY  LATE SELF CHK-IN",530880,Jennifer,,Islands,22.30631,114.00862,Entire home/apt,1651,3,151,2019-07-04,1.80,2,160
617035,"2 bedroom, Huge living space, 10 mins walk to MTR",2711873,Shirley,,Kwai Tsing,22.36802,114.13212,Entire home/apt,618,14,11,2019-07-02,0.13,1,232
621305,NEW Cozy APT 4 mins to Mong Kok MTR,3079511,Bonnie,,Yau Tsim Mong,22.31501,114.16907,Entire home/apt,759,1,379,2019-07-02,4.49,4,280
622020,Bright 1-bdrm apt in Sheung Wan HKG,3073447,Sarah,,Central & Western,22.28387,114.14753,Entire home/apt,1197,5,28,2016-03-23,0.34,1,0
634726,"BIG 3BR APT IN WANCHAI, HEART OF HK",3161756,Sl,,Wan Chai,22.27811,114.17354,Entire home/apt,1001,180,19,2013-08-31,0.23,1,365
645404,Creative Residence in Kowloon . WM,634820,Wontonmeen,,Yau Tsim Mong,22.32619,114.16461,Shared room,227,1,142,2019-06-21,1.71,5,64
645950,"Ladies Street, 2 BR, MongKok MTR",3052154,Owen,,Yau Tsim Mong,22.31629,114.1706,Entire home/apt,1001,4,162,2019-06-13,1.94,4,173
646645,Creative Residence. Private Room,634820,Wontonmeen,,Yau Tsim Mong,22.32612,114.1647,Private room,454,1,36,2019-02-16,0.43,5,48
655190, TimesSquare  1min away! 1BdRm Aprt,808933,J,,Wan Chai,22.27871,114.18142,Entire home/apt,696,2,171,2019-06-24,2.10,3,326
668338,"Clean 5mins to MTR walk up 1f, Rm 1",3383055,Kiki,,Yau Tsim Mong,22.31128,114.16836,Private room,297,1,107,2019-02-06,1.29,10,365
669310,Great apt in Central HK 1min to mtr,2083001,Krystal & Ryan,,Central & Western,22.28616,114.15247,Entire home/apt,853,2,181,2019-07-07,2.81,5,309
672039,"Clean 5mins to MTR walk up 1f, Rm 2",3383055,Kiki,,Yau Tsim Mong,22.31008,114.17026,Private room,352,1,150,2019-03-17,1.82,10,365
682768,"Clean 5mins to MTR walk up 1f, Rm 3",3383055,Kiki,,Yau Tsim Mong,22.30942,114.1685,Private room,297,1,134,2019-06-09,1.63,10,347
682794,"Clean 5mins to MTR walk up 1f, Rm 4",3383055,Kiki,,Yau Tsim Mong,22.31145,114.16845,Private room,297,1,136,2019-04-10,1.67,10,350
682797,"Clean 5mins to MTR walk up 1f, Rm 5",3383055,Kiki,,Yau Tsim Mong,22.31082,114.17003,Private room,297,1,207,2019-05-26,2.50,10,300
711099,Sharing the sofa of a local family. (Female only),3659684,MiMi,,Yuen Long,22.43497,114.00188,Shared room,399,28,0,,,1,319
714585,Group Favour (DH) in Wan Chai,1452499,Sally,,Wan Chai,22.27904,114.17084,Entire home/apt,1862,3,244,2019-06-28,3.03,7,280
719274,"Monthly rental, City centre",3707765,Amy,,Wan Chai,22.28519,114.19192,Private room,649,2,0,,,8,365
720841,"Tidy quiet 3 m to Jordan MTR, 15 m to Poly U, Rm 8",3383055,Kiki,,Yau Tsim Mong,22.30599,114.1712,Private room,297,1,30,2018-12-17,0.37,10,195
724382,"Tidy, quiet Room 6, near MTR, Poly University",3704487,Daniel,,Yau Tsim Mong,22.30745,114.17138,Private room,383,1,210,2019-06-25,2.55,7,273
724428,"Tidy, quiet Room 7, near MTR, Poly University",3704487,Daniel,,Yau Tsim Mong,22.30759,114.17105,Private room,383,1,155,2019-03-03,1.90,7,37
724853,"Tidy, quiet Room 9, near MTR, Poly University",3704487,Daniel,,Yau Tsim Mong,22.3062,114.17224,Private room,336,1,113,2019-06-27,1.38,7,336
724874,"Tidy, quiet Room 8, near MTR, Poly University",3704487,Daniel,,Yau Tsim Mong,22.30615,114.17108,Private room,336,1,189,2019-06-10,2.33,7,353
728122,Twin bed room for budget travellers,3784841,Albert,,Yau Tsim Mong,22.31692,114.1699,Private room,321,28,8,2018-01-03,0.10,4,142
728126,Harbor View Room for 2 travellers,3784841,Albert,,Yau Tsim Mong,22.31618,114.16924,Private room,391,28,17,2017-10-08,0.22,4,85
730356,Clean coxy 30 sec to Jordan MTR Rm6,3383055,Kiki,,Yau Tsim Mong,22.30757,114.17139,Private room,501,1,19,2017-12-15,0.23,10,365
730367,Clean coxy 30 sec to Jordan MTR Rm7,3383055,Kiki,,Yau Tsim Mong,22.30761,114.17112,Private room,454,1,24,2019-04-06,0.29,10,365
730379,"Tidy quiet near Jordan MTR Poly University, Rm 9",3383055,Kiki,,Yau Tsim Mong,22.30618,114.17221,Private room,469,1,22,2016-10-05,0.27,10,336
733192,2 BR Quiet 400²ft 1 Min walk to MTR Prime Location,3820308,David,,Yau Tsim Mong,22.32243,114.16974,Entire home/apt,853,3,78,2019-05-04,0.95,19,347
741955,Double bed room for 2 travellers,3784841,Albert,,Yau Tsim Mong,22.31827,114.16853,Private room,383,28,15,2019-01-01,0.19,4,232
742040,Private room for single traveller,3784841,Albert,,Yau Tsim Mong,22.31642,114.17003,Private room,282,28,41,2019-04-27,0.52,4,227
742349,2 Bed Rooms@Mongkok Langham Place,3776595,Yosi Home,,Yau Tsim Mong,22.31941,114.16734,Entire home/apt,853,4,217,2019-07-03,2.65,8,91
744230,Charming 1 BR appt + roof in Soho,3900338,Marie,,Central & Western,22.2822,114.1518,Entire home/apt,1009,2,7,2016-03-08,0.14,2,0
749904,Convenience !! 2BR High Lv@ Mongkok MTR Argyle St.,3934072,Oscar,,Kowloon City,22.3207,114.17329,Entire home/apt,829,1,171,2019-06-21,2.12,3,152
754511,"Best of Causeway Bay, Tai Hang",3970555,Quentin,,Wan Chai,22.27926,114.19207,Entire home/apt,720,4,14,2016-01-05,0.17,1,0
758472,"Lady Market, Mongkok MTR 2BR Apt",3934072,Oscar,,Yau Tsim Mong,22.31648,114.17241,Entire home/apt,2003,4,154,2019-07-03,1.90,3,361
764696,Single bed room with green view ,4031260,Jen Ai,,North,22.50262,114.13418,Private room,352,2,38,2018-06-23,0.47,2,362
767022,Hong Kong - Great views/Location!,1853636,Ella,,Southern,22.23011,114.21856,Entire home/apt,5085,90,5,2017-04-16,0.06,1,73
767500,Cozy Double Rm 1 next to Jordan MTR,4048151,Stephen,,Yau Tsim Mong,22.30632,114.17079,Private room,329,1,198,2019-03-24,2.50,8,193
767707,MK superior house 2 rms fit 6 pp,3800609,Zoe,,Yau Tsim Mong,22.31841,114.16981,Entire home/apt,1095,1,140,2019-06-24,1.78,15,324
775458,Harbour Front + City Center + Cozy ,2007350,Mandy & Henry,,Wan Chai,22.28067,114.17878,Entire home/apt,1346,2,320,2019-06-18,3.95,1,76
775479,Tidy and clean sofa bed in living room,4090623,Lau,,Yau Tsim Mong,22.3195,114.16799,Shared room,117,4,186,2019-06-21,2.78,2,28
777196,"Budget offer! 2 BR, Jordan MTR",3776595,Yosi Home,,Yau Tsim Mong,22.30774,114.16798,Entire home/apt,1001,4,246,2019-06-25,3.05,8,84
777269,wifiCauseway Bay cozy stu 2mins>MTR,2283777,Jennifer,,Wan Chai,22.27912,114.18398,Private room,329,1,113,2019-06-17,1.42,16,365
782604,2BRs Serviced Apartment@KennedyTown,4127290,Stephen,,Central & Western,22.28346,114.13047,Entire home/apt,1001,27,28,2019-01-22,0.35,2,289
792974,STUDIO with ROOF in HEART of SOHO,2172438,Joy,,Central & Western,22.28,114.15218,Entire home/apt,978,28,20,2018-08-26,0.27,1,365
793175,一個簡單的家......一個寧靜適合休息的家｡,4179437,佩茵,,Sha Tin,22.3702,114.17273,Shared room,203,1,0,,,1,0
811505,Boutique 1 bedroom Apartment  8 mins to Soho,4267218,Mandy,,Central & Western,22.28359,114.14685,Entire home/apt,900,3,36,2019-05-18,0.46,1,40
823455,"HK 2br for 4-6ppl
香港2臥1厅1浴可住4-6人 ",4319967,Zen Nicholas,,Sham Shui Po,22.33455,114.15992,Entire home/apt,829,3,71,2017-07-05,0.89,4,364
825791,QUEEN BED - Austin Avenue T.S.T MTR,3820308,David,,Yau Tsim Mong,22.30174,114.17686,Entire home/apt,602,28,91,2018-10-29,1.14,19,33
825843,"(25-3), 4 beds girl room 女生房,3 Mins to jordan MTR",4125106,Hostel,,Yau Tsim Mong,22.3072,114.17009,Shared room,102,28,173,2018-05-05,2.47,9,365
825899,"(25-4), 4 beds girl room 女生房,3 Mins to jordan MTR",4125106,Hostel,,Yau Tsim Mong,22.30553,114.17202,Shared room,102,28,132,2018-05-24,1.77,9,365
835609,For Big group (CH) in busy Wan Chai,1452499,Sally,,Wan Chai,22.27732,114.17578,Entire home/apt,1706,3,240,2019-06-15,3.08,7,279
844447,Cozy Apartment in Wan Chai,4345080,Felix,,Wan Chai,22.27541,114.1707,Entire home/apt,767,1,27,2019-04-23,0.34,1,218
846482,Japanese style in Sai Ying Pun,4420092,Nicolas,,Central & Western,22.28638,114.14055,Entire home/apt,665,3,113,2019-07-06,1.45,1,296
846855,apartment in wan chai EE,3014654,Kenny,,Wan Chai,22.27666,114.17117,Private room,399,30,1,2013-01-02,0.01,2,365
849316,Causeway Bay Nr Times Sq: Full Apartment,4414395,Mike,,Wan Chai,22.27812,114.18183,Entire home/apt,782,2,74,2019-04-14,1.07,1,16
850531,❤❤SuperHost's Private Bedroom on HK Island @TinHau,4441809,Super Host Gordon :-),,Wan Chai,22.27994,114.18966,Private room,305,2,478,2019-07-03,6.02,1,211
857403,"舒適房間,2分鐘到地鐵站",4352371,Dennis,,Eastern,22.29132,114.20336,Private room,501,28,0,,,1,364
857837,Shared a 2 bed rm apt 3mins to MTR,4481461,Simon,,Wan Chai,22.27111,114.17399,Shared room,876,1,11,2017-11-10,0.15,8,365
860952,"NX to Times SQ,Causeway Bay &nr CEC",4393124,Matt,,Wan Chai,22.27813,114.17965,Entire home/apt,1127,1,154,2019-07-07,2.01,3,295
861654,Quiet convenient 1 B.R Austin/Jordan MTR fast WiFi,3820308,David,,Yau Tsim Mong,22.30204,114.17517,Entire home/apt,548,30,34,2018-10-31,0.43,19,357
865757,The Prince of the Terrace,4422400,Darrick,,Central & Western,22.28048,114.15282,Entire home/apt,3912,5,7,2019-01-01,0.09,1,315
872466,Guest Room w/ Double Bed in Spacious Flat,4602950,Sergius,,Yuen Long,22.44056,114.07318,Private room,250,4,51,2019-06-17,0.70,1,32
881740,"Tsim Sha Tsui, newly 2 beds apartment",4326731,Rain,,Yau Tsim Mong,22.29726,114.17436,Entire home/apt,876,2,285,2019-07-06,3.64,3,192
895382,"Modern, Spacious 2 Rm availability",4770153,Kyle,,Central & Western,22.28546,114.15137,Entire home/apt,900,2,3,2019-04-14,0.86,1,108
897942,"Tsim Sha Tsui, newly 2 beds apt. I.",4326731,Rain,,Yau Tsim Mong,22.29587,114.17363,Entire home/apt,876,2,320,2019-06-29,4.10,3,203
903169,Nice room available in Yau ma tei(y8f),4584648,Ivy,,Yau Tsim Mong,22.3131,114.16861,Private room,180,30,2,2018-09-30,0.03,80,365
905982,New 1BR - Budget & sweet home in HK,1460867,Icycream,,Wan Chai,22.2787,114.1767,Private room,7824,365,2,2016-04-11,0.03,1,358
906165,Private Studio 4 persons Hong Kong,4850005,Beau,,Sham Shui Po,22.33066,114.1614,Entire home/apt,360,2,120,2019-06-29,2.05,4,58
911684,Wanchai Pigeon Burrow — Studio Flat,4891952,John,,Wan Chai,22.27453,114.17277,Entire home/apt,462,2,249,2019-06-17,4.20,4,59
923017,Comfort Home in Prince Edward Mtr 4 beds,4971086,Alice,,Yau Tsim Mong,22.32471,114.16751,Entire home/apt,1150,1,349,2019-07-08,4.61,10,14
926138,Lovely home Mong Kok MTR Railway 4 beds,4971086,Alice,,Yau Tsim Mong,22.32335,114.17017,Entire home/apt,1127,1,363,2019-07-07,4.68,10,263
944283,2 Bed Rooms Heart of Soho/Central ( sleeps 3),5100812,Nana,,Central & Western,22.2849,114.15402,Entire home/apt,1134,10,56,2019-06-01,0.72,2,172
956857,large Room- Heart of Soho/Central,5100812,Nana,,Central & Western,22.28445,114.15366,Private room,383,7,5,2019-04-15,0.07,2,116
957513,"Hollywood Rd, Spacious and Sunny",5207666,James,,Central & Western,22.28666,114.14629,Entire home/apt,837,2,35,2019-04-07,0.46,1,356
968289,Mongkok 2Brs Queen Bed MTR 3m QUIET,2180835,Gloria,,Yau Tsim Mong,22.31846,114.16965,Entire home/apt,978,3,85,2019-05-08,1.11,1,361
978472,New Grand Apartment in Hung Hom ,2466332,Stanley,,Kowloon City,22.31009,114.18556,Entire home/apt,1001,30,0,,,1,365
985636,A cozy corner in Causeway Bay,2961152,Lin,,Wan Chai,22.28091,114.18477,Private room,477,28,1,2015-12-02,0.02,7,365
992390,Bright quiet studio in Hong Kong Central district,5181284,Peter,,Central & Western,22.28289,114.15293,Entire home/apt,634,25,132,2019-05-26,1.72,2,180
999123,zen style apartment in Central,80868,Daniel,,Central & Western,22.28455,114.15527,Entire home/apt,7002,9,59,2016-06-26,0.80,1,89
1008582,4 bed mixed dorm (shared bathroom),4812035,Urban Pack,,Yau Tsim Mong,22.29876,114.17091,Shared room,211,1,91,2019-05-06,1.20,14,302
1008590,9 bed mixed dorm ( shared bathroom),4812035,Urban Pack,,Yau Tsim Mong,22.2989,114.17092,Shared room,156,1,110,2018-11-24,1.44,14,332
1017707,Private luxury house for 4ppt ,3800609,Zoe,,Yau Tsim Mong,22.32421,114.17149,Entire home/apt,861,1,47,2015-08-02,0.62,15,365
1019390,A room in hip creative Sheung Wan,2014297,Cheryl,,Central & Western,22.28671,114.15093,Private room,602,1,66,2019-05-05,0.87,1,358
1022377,Lovely Quiet Apartment With Rooftop,3905388,Janet,,Islands,22.24189,113.9801,Entire home/apt,602,1,136,2019-06-24,2.04,1,119
1043061,香港中心—交通便捷,5742879,Fiona,,Yau Tsim Mong,22.32086,114.16956,Private room,602,14,0,,,1,365
1043780,SUITE 3: Next to South Pacific Hotel,1375696,C S,,Wan Chai,22.27805,114.17962,Private room,798,1,15,2018-06-17,0.20,18,76
1058541,3BedR + 3BathR (3-10 Guests) 700SF,1375696,C S,,Wan Chai,22.27802,114.17961,Entire home/apt,2801,1,56,2019-06-06,0.76,18,180
1062444,6 bed mixed dorm ( shared bathroom),4812035,Urban Pack,,Yau Tsim Mong,22.29885,114.17289,Shared room,149,1,208,2019-06-10,2.76,14,345
1062445,Apartment with Rooftop in Tsim Sha Tsui,4812035,Urban Pack,,Yau Tsim Mong,22.29826,114.17071,Entire home/apt,696,1,111,2019-06-14,1.71,14,263
1067465,Causeway Bay Nice Studio nearby MTR,2283777,Jennifer,,Wan Chai,22.27727,114.18505,Entire home/apt,344,1,121,2019-04-23,1.61,16,358
1072645,"Perfect Location HK, 1 Bedroom Flat",5900391,Julian,,Wan Chai,22.27775,114.16793,Entire home/apt,688,4,38,2019-06-04,0.56,1,1
1076011,MK Home sweet home for 6 pp,3800609,Zoe,,Yau Tsim Mong,22.31797,114.17097,Entire home/apt,1095,1,41,2015-12-11,0.56,15,365
1079349,Excelsior Home Mong Kok MTR railway 3 beds,4971086,Alice,,Yau Tsim Mong,22.32005,114.17281,Entire home/apt,978,1,441,2019-07-10,5.91,10,256
1079351,Premier Mong Kok MTR Railway 5 beds 2 baths,4971086,Alice,,Yau Tsim Mong,22.32038,114.17222,Entire home/apt,1604,1,347,2019-07-10,4.84,10,253
1108132,SOHO'S URBAN CHIC DESIGNERS APT,6084316,Lulu,,Central & Western,22.28235,114.15195,Entire home/apt,775,1,350,2019-06-03,4.64,1,267
1127705,"Bright,1100 sqf.convenient location",6187328,Camilla,,Central & Western,22.28413,114.14525,Entire home/apt,1799,2,17,2018-12-23,0.23,1,275
1127954,Conveniently located apartment,6188776,Jayme,,Central & Western,22.28352,114.15076,Entire home/apt,790,3,1,2015-11-08,0.02,1,0
1149076,A beautiful Flat in Central - Caine road (ML23b),4584648,Ivy,,Central & Western,22.2818,114.15118,Private room,243,30,1,2014-02-01,0.02,80,352
1152148,Luxury Studio Apartment Near Causeway Bay [2],6315448,Lauli15,,Wan Chai,22.28119,114.18387,Entire home/apt,767,60,2,2018-12-19,0.03,14,285
1165573,Mid-level 1br/1ba by escalator,4258815,Fei,,Central & Western,22.2827,114.15156,Entire home/apt,939,3,113,2019-01-08,1.52,1,40
1176693,BEST REVIEWS*BEST MALLS*SAFE STAY*DIMSUM*CWB*MTR,1245194,Susann,,Wan Chai,22.27878,114.18445,Entire home/apt,1846,2,36,2018-07-29,0.49,5,301
1182474,"Kowloon Mongkok 1812 Twin Room A, near station",6361579,Man Ching Athena,,Yau Tsim Mong,22.31463,114.16885,Private room,313,2,87,2019-06-21,1.45,12,166
1184163,Spacious Studio Apartment Near Causeway Bay [1],6315448,Lauli15,,Wan Chai,22.27947,114.18317,Entire home/apt,798,60,1,2014-11-02,0.02,14,281
1184289,Spacious Studio Apartment Near Causeway Bay [2],6315448,Lauli15,,Wan Chai,22.27933,114.18305,Entire home/apt,798,60,3,2018-12-23,0.05,14,365
1184349,Modern Studio Apartment Near Causeway Bay [3],6315448,Lauli15,,Wan Chai,22.28584,114.19465,Entire home/apt,735,60,4,2015-04-01,0.06,14,365
1192221,Prince Edward MTR 3 rooms  8 ppl,5469501,Sophie,,Yau Tsim Mong,22.32569,114.16784,Entire home/apt,1197,1,48,2019-05-27,0.71,2,344
1226450,Flat share in Sheung Wan,4584648,Ivy,,Central & Western,22.28654,114.14808,Private room,211,31,1,2016-02-28,0.02,80,364
1229847,Charming StanleyBeachFlat rftop SUMMER MTHDISCOUNT,6708889,Marcos,,Southern,22.21846,114.21303,Entire home/apt,1299,7,62,2019-04-28,1.13,2,358
1229848,Cool Stanley Surf Style Flat SUMMER MNTH DISCOUNT!,6708889,Marcos,,Southern,22.21978,114.21338,Entire home/apt,1502,7,30,2019-06-08,0.45,2,261
1233830,DISCOUNT: Rare & Bright Flat near Waterfront :-),6728909,Sertac,,Southern,22.21975,114.21163,Entire home/apt,900,1,134,2019-07-07,1.86,1,320
1253977,TSIM SHA TSUI 2 Bedroom Apt (BEST) WALK 6 MIN MTR,6811924,Daisy,,Yau Tsim Mong,22.30274,114.17605,Entire home/apt,751,28,69,2019-02-25,0.94,30,365
